Checklist	ERC000013:1.9	GSC MIxS host associated																																																																																																																																											
tax_id	scientific_name	sample_alias	geographic location (latitude)	geographic location (longitude)	geographic location (country and/or sea)	sample_title	sample_description	project name	relevant electronic resources	name of site or location where sample originated	original site location	original geographic location (latitude)	original geographic location (longitude)	broad-scale past environmental context	local past environmental context	date of retrieval from depositional context	stratigraphic context	geographic location (country and/or sea,region)	geographic location (latitude and longitude)	broad-scale environmental context	local environmental context	altitude	depth	elevation	temperature	perturbation	salinity	experimental factor	source material identifiers	sample name	alternative sample IDs	permit authority	permit or approval ID	date of permit approval	permit scope	biocultural label	earliest chronometric age	earliest chronometric age reference system	latest chronometric age	latest chronometric age reference system	chronometric age protocol	chronometric age remarks	geological epoch	cultural era or period	taxonomy ID of DNA sample	collection date	host common name	host taxid	storage conditions	preservational treatment	host body habitat	host subject id	host age	host life stage	host sex	host height	host length	host substrate	host phenotype	host shape	host color	host growth conditions	host total mass	host dry mass	host body temperature	host blood pressure diastolic	host blood pressure systolic	gravidity	host diet	host last meal	host body product	host body site	ancestral data	host family relationship	biological status	host genotype	host subspecific genetic lineage	genetic modification	host disease status	sample disease stage	palaeopathology status	observed host symbionts	chemical administration	previous publications	reference for biomaterial	organism count	relationship to oxygen	oxygenation status of sample	preservation state of sampled host at death	sample capture status	miscellaneous parameter	batch identifiers	sample category	negative control type	positive control type	environmental medium	sample collection method	sample collection device	sample material processing	amount or size of sample collected	sample storage location	sample storage duration	sample storage temperature	sample decontamination pretreatment	size fraction selected	sample volume or weight for DNA extraction	date of extraction of nucleic acids from sample	nucleic acid extraction	experimental standard operating procedure	library name	damage treatment type	nucleic acid strandedness in library creation	adapters	multiplex identifiers	description of library multiplex identifiers or indexing configuration	library generation technique	library screening strategy	library vector	library size	library polymerase	Genomic capture probe source taxonomy IDs	capture probe design description	post capture PCR reamplication cycles total	number of reamplification cycles	nucleic acid amplification	sequencing method	library layout	library reads sequenced	library preparation protocols	description of sequencing reads preprocessing	description of reads removal	assembly name	assembly software	assembly quality	number of contigs	taxonomic classification	annotation	feature prediction	similarity search method	reference database(s)	relevant standard operating procedures
#units			DD	DD																																																																																																																																									
